locus_tag	ftype	length_bp	gene	EC_number	COG	product
OOFMHOMA_01082	CDS	1284	pepB	3.4.11.23	COG0260	Peptidase B
OOFMHOMA_01083	CDS	201	iscX		COG2975	Protein IscX
OOFMHOMA_01084	CDS	336	fdx		COG0633	2Fe-2S ferredoxin
OOFMHOMA_01085	CDS	1851	hscA		COG0443	Chaperone protein HscA
OOFMHOMA_01086	CDS	516	hscB		COG1076	Co-chaperone protein HscB
OOFMHOMA_01087	CDS	324	iscA		COG0316	Iron-binding protein IscA
OOFMHOMA_01088	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
OOFMHOMA_01089	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
OOFMHOMA_01090	CDS	489	iscR		COG1959	HTH-type transcriptional regulator IscR
OOFMHOMA_01091	CDS	741	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
OOFMHOMA_01092	CDS	804	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
OOFMHOMA_01093	CDS	855			COG1073	putative protein
OOFMHOMA_01094	CDS	1281				hypothetical protein
OOFMHOMA_01095	CDS	1140	hcaT			putative 3-phenylpropionic acid transporter
OOFMHOMA_01096	CDS	891	hcaR_2			Hca operon transcriptional activator HcaR
OOFMHOMA_01097	CDS	1362	hcaE	1.14.12.19	COG4638	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha
OOFMHOMA_01098	CDS	519	hcaF	1.14.12.19	COG5517	3-phenylpropionate/cinnamic acid dioxygenase subunit beta
OOFMHOMA_01099	CDS	321	hcaC		COG2146	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
OOFMHOMA_01100	CDS	813	hcaB	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
OOFMHOMA_01101	CDS	1203	hcaD	1.18.1.3	COG0446	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD(+) reductase component
OOFMHOMA_01102	CDS	423	yphA		COG2259	Inner membrane protein YphA
OOFMHOMA_01103	CDS	873	yphB_1		COG2017	putative protein YphB
OOFMHOMA_01104	CDS	1062	gutB	1.1.1.-	COG1063	Sorbitol dehydrogenase
OOFMHOMA_01105	CDS	999	rbsC_2		COG1172	Ribose import permease protein RbsC
OOFMHOMA_01106	CDS	1512	mglA_2	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
OOFMHOMA_01107	CDS	984	yphF		COG1879	ABC transporter periplasmic-binding protein YphF
OOFMHOMA_01108	CDS	3282	lapB_1			Lipopolysaccharide assembly protein B
OOFMHOMA_01109	CDS	1194	mlc_1		COG1940	Protein mlc
OOFMHOMA_01110	CDS	1254	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
OOFMHOMA_01111	CDS	1191	hmp	1.14.12.17	COG1017	Flavohemoprotein
OOFMHOMA_01112	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II 1
OOFMHOMA_01113	CDS	1335	qseF		COG2204	Transcriptional regulatory protein QseF
OOFMHOMA_01114	CDS	714	qseG			Quorum-sensing regulator protein G
OOFMHOMA_01115	CDS	1383	qseE	2.7.13.3		Sensor histidine kinase QseE
OOFMHOMA_01116	CDS	3888	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
OOFMHOMA_01117	CDS	1557	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
OOFMHOMA_01118	CDS	504	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
OOFMHOMA_01119	CDS	636	pgpC	3.1.3.27	COG0560	Phosphatidylglycerophosphatase C
OOFMHOMA_01120	CDS	849	murR_2		COG1737	HTH-type transcriptional regulator MurR
OOFMHOMA_01121	CDS	261	yfhL		COG1145	Ferredoxin YfhL
OOFMHOMA_01122	CDS	381	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
OOFMHOMA_01123	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
OOFMHOMA_01124	CDS	729	recO		COG1381	DNA repair protein RecO
OOFMHOMA_01125	CDS	906	era_1		COG1159	GTPase Era
OOFMHOMA_01126	CDS	681	rnc	3.1.26.3	COG0571	Ribonuclease 3
OOFMHOMA_01127	CDS	975	lepB	3.4.21.89	COG0681	Signal peptidase I
OOFMHOMA_01128	CDS	1800	lepA	3.6.5.-	COG0481	Elongation factor 4
OOFMHOMA_01129	CDS	480	rseC		COG3086	Protein RseC
OOFMHOMA_01130	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
OOFMHOMA_01131	CDS	651	rseA		COG3073	Anti-sigma-E factor RseA
OOFMHOMA_01132	CDS	576	rpoE		COG1595	ECF RNA polymerase sigma-E factor
OOFMHOMA_01133	CDS	1623	nadB	1.4.3.16	COG0029	L-aspartate oxidase
OOFMHOMA_01134	CDS	738	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
OOFMHOMA_01135	CDS	1335	srmB_1	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
OOFMHOMA_01136	CDS	882	cmpR			HTH-type transcriptional activator CmpR
OOFMHOMA_01137	CDS	588	eamB		COG1280	Cysteine/O-acetylserine efflux protein
OOFMHOMA_01138	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
OOFMHOMA_01139	CDS	690	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
OOFMHOMA_01140	CDS	1038	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
OOFMHOMA_01141	CDS	420	trxC	1.8.1.8	COG0526	Thioredoxin 2
OOFMHOMA_01142	CDS	699				hypothetical protein
OOFMHOMA_01143	CDS	2661	patZ	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase PatZ
OOFMHOMA_01144	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
OOFMHOMA_01145	CDS	273				hypothetical protein
OOFMHOMA_01146	CDS	1299	kgtP			Alpha-ketoglutarate permease
OOFMHOMA_01147	CDS	144				hypothetical protein
OOFMHOMA_01148	CDS	195				hypothetical protein
OOFMHOMA_01149	CDS	363	rusA_1	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
OOFMHOMA_01150	CDS	294	ybcO_1	3.1.-.-		Putative nuclease YbcO
OOFMHOMA_01151	CDS	411				hypothetical protein
OOFMHOMA_01152	CDS	672				hypothetical protein
OOFMHOMA_01153	CDS	255				hypothetical protein
OOFMHOMA_01154	CDS	318				hypothetical protein
OOFMHOMA_01155	CDS	486				hypothetical protein
OOFMHOMA_01156	CDS	180				hypothetical protein
OOFMHOMA_01157	CDS	213				hypothetical protein
OOFMHOMA_01158	CDS	156				hypothetical protein
OOFMHOMA_01159	CDS	105				hypothetical protein
OOFMHOMA_01160	CDS	585				hypothetical protein
OOFMHOMA_01161	CDS	396				hypothetical protein
OOFMHOMA_01162	CDS	771				hypothetical protein
OOFMHOMA_01163	CDS	741	dnaC_2		COG1484	DNA replication protein DnaC
OOFMHOMA_01164	CDS	1083				hypothetical protein
OOFMHOMA_01165	CDS	219				hypothetical protein
OOFMHOMA_01166	CDS	297				hypothetical protein
OOFMHOMA_01167	CDS	201				hypothetical protein
OOFMHOMA_01168	CDS	714	lexA_1	3.4.21.88		LexA repressor
OOFMHOMA_01169	CDS	543				hypothetical protein
OOFMHOMA_01170	CDS	777				hypothetical protein
OOFMHOMA_01171	CDS	384				hypothetical protein
OOFMHOMA_01172	CDS	714				hypothetical protein
OOFMHOMA_01173	CDS	360				hypothetical protein
OOFMHOMA_01174	CDS	210				hypothetical protein
OOFMHOMA_01175	CDS	222	kilR			Killing protein KilR
OOFMHOMA_01176	CDS	387				hypothetical protein
OOFMHOMA_01177	CDS	2073	recE	3.1.11.-		Exodeoxyribonuclease 8
OOFMHOMA_01178	CDS	297				hypothetical protein
OOFMHOMA_01179	CDS	786				hypothetical protein
OOFMHOMA_01180	CDS	681				hypothetical protein
OOFMHOMA_01181	CDS	252				hypothetical protein
OOFMHOMA_01182	CDS	1164	xerD_1			Tyrosine recombinase XerD
OOFMHOMA_01183	CDS	555	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
OOFMHOMA_01184	CDS	855	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
OOFMHOMA_01185	CDS	615	dmsD		COG3381	Tat proofreading chaperone DmsD
OOFMHOMA_01186	CDS	1194	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
OOFMHOMA_01187	CDS	696	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
OOFMHOMA_01188	CDS	1221	mlc_2		COG1940	Protein mlc
OOFMHOMA_01189	CDS	894	hcaR_3			Hca operon transcriptional activator HcaR
OOFMHOMA_01190	CDS	1254	ynfM			Inner membrane transport protein YnfM
OOFMHOMA_01191	CDS	309	asr			Acid shock protein
OOFMHOMA_01192	CDS	822				hypothetical protein
OOFMHOMA_01193	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
OOFMHOMA_01194	CDS	366	mdtJ		COG2076	Spermidine export protein MdtJ
OOFMHOMA_01195	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
OOFMHOMA_01196	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
OOFMHOMA_01197	CDS	1533	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
OOFMHOMA_01198	CDS	945	ydgH			Protein YdgH
OOFMHOMA_01199	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
OOFMHOMA_01200	CDS	723	folM	1.5.1.50	COG1028	Dihydromonapterin reductase
OOFMHOMA_01201	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
OOFMHOMA_01202	CDS	720	rstA		COG0745	Transcriptional regulatory protein RstA
OOFMHOMA_01203	CDS	1302	rstB	2.7.13.3		Sensor protein RstB
OOFMHOMA_01204	CDS	930	tus			DNA replication terminus site-binding protein
OOFMHOMA_01205	CDS	1404	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
OOFMHOMA_01206	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
OOFMHOMA_01207	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
OOFMHOMA_01208	CDS	1509	ydgA_1		COG5339	Protein YdgA
OOFMHOMA_01209	CDS	1266	uidC			Membrane-associated protein UidC
OOFMHOMA_01210	CDS	1374	uidB		COG2211	Glucuronide carrier protein
OOFMHOMA_01211	CDS	1812	uidA	3.2.1.31	COG3250	Beta-glucuronidase
OOFMHOMA_01212	CDS	579				hypothetical protein
OOFMHOMA_01213	CDS	768	hdhA	1.1.1.159		7-alpha-hydroxysteroid dehydrogenase
OOFMHOMA_01214	CDS	1029	malI		COG1609	Maltose regulon regulatory protein MalI
OOFMHOMA_01215	CDS	1593	malX		COG1263	PTS system maltose-specific EIICB component
OOFMHOMA_01216	CDS	1173	malY		COG1168	Protein MalY
OOFMHOMA_01217	CDS	1002	add	3.5.4.4	COG1816	Adenosine deaminase
OOFMHOMA_01218	CDS	1041	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
OOFMHOMA_01219	CDS	216	cnu			OriC-binding nucleoid-associated protein
OOFMHOMA_01220	CDS	441	ydgK			Inner membrane protein YdgK
OOFMHOMA_01221	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
OOFMHOMA_01222	CDS	579	rsxB_1	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
OOFMHOMA_01223	CDS	2031	rsxC	7.-.-.-	COG4656	Ion-translocating oxidoreductase complex subunit C
OOFMHOMA_01224	CDS	1059	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
OOFMHOMA_01225	CDS	621	rsxG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
OOFMHOMA_01226	CDS	696	rsxE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
OOFMHOMA_01227	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
OOFMHOMA_01228	CDS	201				hypothetical protein
OOFMHOMA_01229	CDS	1503	dtpA		COG3104	Dipeptide and tripeptide permease A
OOFMHOMA_01230	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
OOFMHOMA_01231	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
OOFMHOMA_01232	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
OOFMHOMA_01233	CDS	657	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
OOFMHOMA_01234	CDS	324	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
OOFMHOMA_01235	CDS	1110	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
OOFMHOMA_01236	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
OOFMHOMA_01237	CDS	435	slyA		COG1846	Transcriptional regulator SlyA
OOFMHOMA_01238	CDS	237				hypothetical protein
OOFMHOMA_01239	CDS	771	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
OOFMHOMA_01240	CDS	2013	aaeB_1			p-hydroxybenzoic acid efflux pump subunit AaeB
OOFMHOMA_01241	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
OOFMHOMA_01242	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
OOFMHOMA_01243	CDS	240				hypothetical protein
OOFMHOMA_01244	CDS	600	nemR			HTH-type transcriptional repressor NemR
OOFMHOMA_01245	CDS	1098	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
OOFMHOMA_01246	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
OOFMHOMA_01247	CDS	648	rnt	3.1.13.-	COG0847	Ribonuclease T
OOFMHOMA_01248	CDS	4617	srmB_2	3.6.4.13		ATP-dependent RNA helicase SrmB
OOFMHOMA_01249	CDS	348	grxD		COG0278	Glutaredoxin 4
OOFMHOMA_01250	CDS	816	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
OOFMHOMA_01251	CDS	582	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
OOFMHOMA_01252	CDS	1170	ydhP		COG2814	Inner membrane transport protein YdhP
OOFMHOMA_01253	CDS	90	ynhF			putative protein YnhF
OOFMHOMA_01254	CDS	1026	purR_1		COG1609	HTH-type transcriptional repressor PurR
OOFMHOMA_01255	CDS	933	yahB_2			putative HTH-type transcriptional regulator YahB
OOFMHOMA_01256	CDS	1212	ydhC			Inner membrane transport protein YdhC
OOFMHOMA_01257	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
OOFMHOMA_01258	CDS	642	ribC	2.5.1.9	COG0307	Riboflavin synthase
OOFMHOMA_01259	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
OOFMHOMA_01260	CDS	1257				putative autotransporter
OOFMHOMA_01261	tRNA	77				tRNA-Val(gac)
OOFMHOMA_01262	tRNA	77				tRNA-Val(gac)
OOFMHOMA_01263	CDS	306	ydhR	1.-.-.-		Putative monooxygenase YdhR
OOFMHOMA_01264	CDS	1605				hypothetical protein
OOFMHOMA_01265	CDS	765	ydhT			putative protein YdhT
OOFMHOMA_01266	CDS	786	ydhU		COG4117	Putative cytochrome YdhU
OOFMHOMA_01267	CDS	669	ydhX_1		COG0437	putative ferredoxin-like protein YdhX
OOFMHOMA_01268	CDS	639	ydhW			putative protein YdhW
OOFMHOMA_01269	CDS	2103	ydhV	1.-.-.-	COG2414	putative oxidoreductase YdhV
OOFMHOMA_01270	CDS	627	ydhY		COG0437	putative ferredoxin-like protein YdhY
OOFMHOMA_01271	CDS	210	fumD	4.2.1.2		Fumarase D
OOFMHOMA_01272	CDS	1413	pykF	2.7.1.40	COG0469	Pyruvate kinase I
OOFMHOMA_01273	CDS	237	lpp		COG4238	Major outer membrane prolipoprotein Lpp
OOFMHOMA_01274	CDS	1005	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
OOFMHOMA_01275	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
OOFMHOMA_01276	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
OOFMHOMA_01277	CDS	1272	sufD		COG0719	FeS cluster assembly protein SufD
OOFMHOMA_01278	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
OOFMHOMA_01279	CDS	1488	sufB		COG0719	FeS cluster assembly protein SufB
OOFMHOMA_01280	CDS	369	sufA		COG0316	Protein SufA
OOFMHOMA_01281	CDS	189				hypothetical protein
OOFMHOMA_01282	CDS	411	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
OOFMHOMA_01283	CDS	3057			COG0247	putative protein
OOFMHOMA_01284	CDS	1113	ydiK		COG0628	Putative transport protein YdiK
OOFMHOMA_01285	CDS	357				hypothetical protein
OOFMHOMA_01286	CDS	1215	ydiM			Inner membrane transport protein YdiM
OOFMHOMA_01287	CDS	1266	ydiN			Inner membrane transport protein YdiN
OOFMHOMA_01288	CDS	867	ydiB	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
OOFMHOMA_01289	CDS	759	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
OOFMHOMA_01290	CDS	1596	ydiF	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
OOFMHOMA_01291	CDS	1152	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
OOFMHOMA_01292	CDS	912	rhaS_1			HTH-type transcriptional activator RhaS
OOFMHOMA_01293	CDS	765	fixA_2		COG2086	Protein FixA
OOFMHOMA_01294	CDS	939	fixB_2		COG2025	Protein FixB
OOFMHOMA_01295	CDS	1290		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
OOFMHOMA_01296	CDS	294	fixX_2		COG2440	Ferredoxin-like protein FixX
OOFMHOMA_01297	CDS	1647	fadK	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
OOFMHOMA_01298	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
OOFMHOMA_01299	CDS	834	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
OOFMHOMA_01300	CDS	1047	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
OOFMHOMA_01301	CDS	192	ydiE		COG4256	putative protein YdiE
OOFMHOMA_01302	CDS	1437	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
OOFMHOMA_01303	CDS	714	ydiV		COG2200	Putative anti-FlhC(2)FlhD(4) factor YdiV
OOFMHOMA_01304	CDS	465	mepS_2	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
OOFMHOMA_01305	CDS	750	btuD_1	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
OOFMHOMA_01306	CDS	552	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
OOFMHOMA_01307	CDS	981	btuC		COG4139	Vitamin B12 import system permease protein BtuC
OOFMHOMA_01308	CDS	396				hypothetical protein
OOFMHOMA_01309	CDS	936	xerC_2			Tyrosine recombinase XerC
OOFMHOMA_01310	CDS	312				hypothetical protein
OOFMHOMA_01311	CDS	279				hypothetical protein
OOFMHOMA_01312	CDS	339				hypothetical protein
OOFMHOMA_01313	CDS	288				hypothetical protein
OOFMHOMA_01314	CDS	243				hypothetical protein
OOFMHOMA_01315	CDS	114				hypothetical protein
OOFMHOMA_01316	CDS	321				hypothetical protein
OOFMHOMA_01317	CDS	204				hypothetical protein
OOFMHOMA_01318	CDS	246				hypothetical protein
OOFMHOMA_01319	CDS	300				hypothetical protein
OOFMHOMA_01320	CDS	231				hypothetical protein
OOFMHOMA_01321	CDS	390				hypothetical protein
OOFMHOMA_01322	CDS	2841				hypothetical protein
OOFMHOMA_01323	CDS	960	parM_1			Plasmid segregation protein ParM
OOFMHOMA_01324	CDS	315				hypothetical protein
OOFMHOMA_01325	CDS	432				hypothetical protein
OOFMHOMA_01326	CDS	264				hypothetical protein
OOFMHOMA_01327	CDS	1047				hypothetical protein
OOFMHOMA_01328	CDS	1752				hypothetical protein
OOFMHOMA_01329	CDS	837				hypothetical protein
OOFMHOMA_01330	CDS	1053				hypothetical protein
OOFMHOMA_01331	CDS	801				hypothetical protein
OOFMHOMA_01332	CDS	495				hypothetical protein
OOFMHOMA_01333	CDS	201				hypothetical protein
OOFMHOMA_01334	CDS	324				hypothetical protein
OOFMHOMA_01335	CDS	393				hypothetical protein
OOFMHOMA_01336	CDS	408				hypothetical protein
OOFMHOMA_01337	CDS	1881				hypothetical protein
OOFMHOMA_01338	CDS	468				hypothetical protein
OOFMHOMA_01339	CDS	645				hypothetical protein
OOFMHOMA_01340	CDS	582				hypothetical protein
OOFMHOMA_01341	CDS	351				hypothetical protein
OOFMHOMA_01342	CDS	897				hypothetical protein
OOFMHOMA_01343	CDS	531				hypothetical protein
OOFMHOMA_01344	CDS	2133				hypothetical protein
OOFMHOMA_01345	CDS	579	tfaE_1			Prophage tail fiber assembly protein TfaE
OOFMHOMA_01346	CDS	573	cysE_2	2.3.1.30		Serine acetyltransferase
OOFMHOMA_01347	CDS	489				hypothetical protein
OOFMHOMA_01348	CDS	2808				hypothetical protein
OOFMHOMA_01349	CDS	366				hypothetical protein
OOFMHOMA_01350	CDS	513				hypothetical protein
OOFMHOMA_01351	CDS	1185	gpFI			Putative prophage major tail sheath protein
OOFMHOMA_01352	CDS	1110				hypothetical protein
OOFMHOMA_01353	CDS	1170				hypothetical protein
OOFMHOMA_01354	CDS	708				hypothetical protein
OOFMHOMA_01355	CDS	2136	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
OOFMHOMA_01356	CDS	1257	nupG			Nucleoside permease NupG
OOFMHOMA_01357	CDS	1080	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
OOFMHOMA_01358	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
OOFMHOMA_01359	CDS	1053	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
OOFMHOMA_01360	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
OOFMHOMA_01361	CDS	327			COG3171	putative protein
OOFMHOMA_01362	CDS	720				hypothetical protein
OOFMHOMA_01363	CDS	1047	ansB	3.5.1.1	COG0252	L-asparaginase 2
OOFMHOMA_01364	CDS	1008				hypothetical protein
OOFMHOMA_01365	CDS	1137	hemW		COG0635	Heme chaperone HemW
OOFMHOMA_01366	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
OOFMHOMA_01367	CDS	291				hypothetical protein
OOFMHOMA_01368	CDS	567				hypothetical protein
OOFMHOMA_01369	CDS	705	yggS		COG0325	Pyridoxal phosphate homeostasis protein
OOFMHOMA_01370	CDS	981	yggR_1		COG2805	putative protein YggR
OOFMHOMA_01371	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
OOFMHOMA_01372	CDS	636				hypothetical protein
OOFMHOMA_01373	CDS	951	gshB	6.3.2.3	COG0189	Glutathione synthetase
OOFMHOMA_01374	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
OOFMHOMA_01375	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
OOFMHOMA_01376	CDS	456	sprT			Protein SprT
OOFMHOMA_01377	CDS	1395	galP			Galactose-proton symporter
OOFMHOMA_01378	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
OOFMHOMA_01379	CDS	252				hypothetical protein
OOFMHOMA_01380	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
OOFMHOMA_01381	CDS	732				hypothetical protein
OOFMHOMA_01382	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
OOFMHOMA_01383	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
OOFMHOMA_01384	CDS	1992	tktA	2.2.1.1	COG0021	Transketolase 1
OOFMHOMA_01385	CDS	444	cmtB		COG1762	Mannitol-specific cryptic phosphotransferase enzyme IIA component
OOFMHOMA_01386	CDS	1389	mtlA_1			PTS system mannitol-specific EIICB component
OOFMHOMA_01387	CDS	1278	yggP	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
OOFMHOMA_01388	CDS	966	yggF	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 2 class 2
OOFMHOMA_01389	CDS	510	fumE	4.2.1.2	COG3722	Fumarase E
OOFMHOMA_01390	CDS	714	coaA_1	2.7.1.33		Pantothenate kinase
OOFMHOMA_01391	CDS	678	ecfA1_1	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
OOFMHOMA_01392	CDS	678	ecfA1_2	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
OOFMHOMA_01393	CDS	708				hypothetical protein
OOFMHOMA_01394	CDS	579				hypothetical protein
OOFMHOMA_01395	CDS	432				hypothetical protein
OOFMHOMA_01396	CDS	1020	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
OOFMHOMA_01397	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
OOFMHOMA_01398	CDS	1080	fbaA	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
OOFMHOMA_01399	CDS	861	mscS		COG0668	Small-conductance mechanosensitive channel
OOFMHOMA_01400	CDS	636	argO		COG1279	Arginine exporter protein ArgO
OOFMHOMA_01401	CDS	741			COG2968	26 kDa periplasmic immunogenic protein
OOFMHOMA_01402	CDS	897	cynR_3			HTH-type transcriptional regulator CynR
OOFMHOMA_01403	CDS	1479	scpC	2.8.3.-	COG0427	Propionyl-CoA:succinate CoA transferase
OOFMHOMA_01404	CDS	786	scpB	4.1.1.-	COG1024	Methylmalonyl-CoA decarboxylase
OOFMHOMA_01405	CDS	996	argK	3.6.5.-	COG1703	GTPase ArgK
OOFMHOMA_01406	CDS	1293	scpA_1	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
OOFMHOMA_01407	CDS	729	scpA_2	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
OOFMHOMA_01408	CDS	894	argP		COG0583	HTH-type transcriptional regulator ArgP
OOFMHOMA_01409	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
OOFMHOMA_01410	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
OOFMHOMA_01411	CDS	603	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
OOFMHOMA_01412	CDS	330	zapA		COG3027	Cell division protein ZapA
OOFMHOMA_01413	CDS	579				hypothetical protein
OOFMHOMA_01414	CDS	1326	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
OOFMHOMA_01415	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
OOFMHOMA_01416	CDS	1203	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
OOFMHOMA_01417	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
OOFMHOMA_01418	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
OOFMHOMA_01419	CDS	2874	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
